Ward No.,Household,Total Population,Total Male,Total Female
1,874,3818,1731,2087
2,887,3434,1495,1939
3,647,2586,1190,1396
4,897,3374,1450,1924
5,602,2592,1157,1435
6,844,3343,1440,1903
7,877,3355,1423,1932
Total,5628,22502,9886,12616
