Ward No.,Household,Total Population,Total Male,Total Female
1,518,2728,1252,1476
2,624,3478,1639,1839
3,396,2246,1025,1221
4,391,2028,945,1083
5,1506,5651,2623,3028
Total,3435,16131,7484,8647
