Ward No.,Household,Total Population,Total Male,Total Female
1,981,4189,1815,2374
2,757,3617,1550,2067
3,753,3532,1493,2039
4,879,4356,1875,2481
5,767,3624,1492,2132
Total,4137,19318,8225,11093
