Ward No.,Household,Total Population,Total Male,Total Female
1,1082,4375,2075,2300
2,982,4065,1806,2259
3,575,2424,1098,1326
4,984,3944,1812,2132
5,697,2869,1257,1612
6,533,2336,1000,1336
Total,4853,20013,9048,10965
