Ward No.,Household,Total Population,Total Male,Total Female
1,744,4075,1810,2265
2,609,3023,1269,1754
3,607,3257,1468,1789
4,721,3010,1322,1688
5,748,3823,1667,2156
6,710,3295,1307,1988
7,568,2912,1248,1664
8,508,2475,1049,1426
Total,5215,25870,11140,14730
