Ward No.,Household,Total Population,Total Male,Total Female
1,1480,6978,3312,3666
2,945,4091,1892,2199
3,1388,6161,2929,3232
4,1284,5957,2850,3107
5,955,4358,2049,2309
6,1444,6458,3043,3415
7,1246,5535,2632,2903
Total,8742,39538,18707,20831
