Ward No.,Household,Total Population,Total Male,Total Female
1,882,4506,2205,2301
2,1049,5079,2456,2623
3,1110,5052,2420,2632
4,965,5203,2579,2624
5,991,5229,2612,2617
6,1140,5123,2354,2769
7,961,4409,2077,2332
Total,7098,34601,16703,17898
