Ward No.,Household,Total Population,Total Male,Total Female
1,803,3423,1581,1842
2,935,4031,1801,2230
3,2355,9634,4479,5155
4,1176,4919,2284,2635
5,1188,5463,2467,2996
6,530,2321,1075,1246
7,849,3621,1706,1915
8,830,3454,1601,1853
9,760,3275,1542,1733
Total,9426,40141,18536,21605
