Ward No.,Household,Total Population,Total Male,Total Female
1,384,2150,1032,1118
2,226,1099,553,546
3,170,822,433,389
4,189,1063,562,501
5,153,888,434,454
6,213,1235,608,627
7,268,1440,751,689
8,191,1171,604,567
Total,1794,9868,4977,4891
