Ward No.,Household,Total Population,Total Male,Total Female
1,445,2004,993,1011
2,429,2009,949,1060
3,466,2075,982,1093
4,413,2142,1041,1101
5,536,2476,1169,1307
6,439,2405,1131,1274
Total,2728,13111,6265,6846
