Ward No.,Household,Total Population,Total Male,Total Female
1,574,2458,1115,1343
2,553,2999,1465,1534
3,630,3039,1370,1669
4,543,2485,1153,1332
5,499,2364,1079,1285
6,481,2049,936,1113
Total,3280,15394,7118,8276
