Ward No.,Household,Total Population,Total Male,Total Female
1,239,868,433,435
2,130,423,213,210
3,161,422,212,210
4,152,415,192,223
5,621,2271,1172,1099
6,714,2744,1475,1269
Total,2017,7143,3697,3446
