Ward No.,Household,Total Population,Total Male,Total Female
1,451,2064,1034,1030
2,303,1416,748,668
3,418,2002,950,1052
4,403,1990,905,1085
5,437,2103,1001,1102
6,471,2249,1135,1114
Total,2483,11824,5773,6051
