Ward No.,Household,Total Population,Total Male,Total Female
1,986,4283,2118,2165
2,620,2905,1509,1396
3,657,2895,1416,1479
4,746,3317,1599,1718
5,1064,4889,2404,2485
6,604,2755,1331,1424
Total,4677,21044,10377,10667
