Ward No.,Household,Total Population,Total Male,Total Female
1,575,2663,1306,1357
2,758,3469,1745,1724
3,799,3584,1721,1863
4,734,3149,1495,1654
5,777,3200,1523,1677
Total,3643,16065,7790,8275
