Ward No.,Household,Total Population,Total Male,Total Female
1,710,3145,1451,1694
2,773,3334,1551,1783
3,648,2718,1179,1539
4,490,2196,1000,1196
5,735,3232,1456,1776
6,876,3697,1709,1988
Total,4232,18322,8346,9976
