Ward No.,Household,Total Population,Total Male,Total Female
1,904,4151,1992,2159
2,1227,5606,2638,2968
3,1313,5933,2783,3150
4,809,3800,1784,2016
5,1387,6402,2932,3470
6,1007,4496,2074,2422
7,751,3265,1507,1758
Total,7398,33653,15710,17943
