Ward No.,Household,Total Population,Total Male,Total Female
1,1542,6866,3250,3616
2,1260,6026,2913,3113
3,1358,6291,2961,3330
4,944,4382,2152,2230
5,897,4108,2048,2060
6,1139,5361,2614,2747
Total,7140,33034,15938,17096
