Ward No.,Household,Total Population,Total Male,Total Female
1,1738,7246,3376,3870
2,865,3659,1742,1917
3,911,3866,1779,2087
4,1601,7097,3252,3845
5,1660,7512,3480,4032
6,1455,6378,3034,3344
7,1453,6551,3151,3400
8,1136,5084,2479,2605
9,1251,5640,2643,2997
Total,12070,53033,24936,28097
