Ward No.,Household,Total Population,Total Male,Total Female
1,584,2239,963,1276
2,424,1605,703,902
3,473,1779,808,971
4,530,2223,990,1233
5,561,2469,1149,1320
6,553,2625,1255,1370
7,284,1405,676,729
8,572,2477,1183,1294
9,356,1430,610,820
Total,4337,18252,8337,9915
